audio,song_id,genre_id,genre,metadata,caption
"{'path': None, 'array': array([0.00073242, 0.00088501, 0.00082397, ..., 0.11557007, 0.12631226,
       0.11849976]), 'sampling_rate': 44100}",21982,7,Instrumental,"groovy, A#, Blues, Piano Blues, 117 bpm, acousticbassguitar","""Immerse yourself in the soulful rhythm of this 117 bpm groove, a bluesy piano masterpiece set in the rich tones of A#. The track is accentuated by the deep, resonating notes of an acoustic bass guitar, setting the"
"{'path': None, 'array': array([ 9.15527344e-05,  1.83105469e-04, -1.52587891e-04, ...,
       -3.65722656e-01, -4.02801514e-01, -3.90319824e-01]), 'sampling_rate': 44100}",12329,2,Punk,"acousticguitar, Rock, Garage Rock, 94 bpm, adventure, D","""Step into an exhilarating adventure with this 94 bpm Garage Rock track. The driving rhythms of the acoustic guitar, played in the key of D, provide the backbone of this dynamic and rugged composition, reminiscent of a gritty rock journey."""
"{'path': None, 'array': array([-0.00042725, -0.00036621, -0.0005188 , ...,  0.02947998,
        0.02029419,  0.01394653]), 'sampling_rate': 44100}",20571,9,International,"acousticbassguitar, documentary, 101 bpm, Electronic, Tribal House, C","""Immerse yourself in this unique auditory experience with our latest Electronic Tribal House masterpiece, featuring the soulful resonance of an acoustic bass guitar. Set at an engaging tempo of 101 beats per minute, it's like a captivating documentary, carrying you"
"{'path': None, 'array': array([ 2.13623047e-04,  9.15527344e-05,  0.00000000e+00, ...,
       -3.81774902e-02, -2.92968750e-02, -1.73034668e-02]), 'sampling_rate': 44100}",18009,3,Experimental,"126 bpm, C, documentary, Electronic, Eurobeat, sampler","""Delve into the resonance of our latest electronic Eurobeat track, meticulously crafted at 126 beats per minute. This captivating composition, seamlessly blended in the key of C, employs an intricate sampler for an immersive auditory experience. Perfectly suited for your"
"{'path': None, 'array': array([-0.12054443, -0.13287354, -0.1340332 , ...,  0.11230469,
        0.11315918,  0.10040283]), 'sampling_rate': 44100}",5284,4,Hip-Hop,"documentary, 92 bpm, E, Funk / Soul, Neo Soul, sampler","""Immerse yourself in this groovy Neo Soul documentary soundtrack. Flowing effortlessly at a rhythmic 92 BPM, this sampler beautifully weaves the classic sounds of Funk and Soul. Experience the resonant chords of E, capturing the true essence"
"{'path': None, 'array': array([ 0.00024414,  0.00067139,  0.00021362, ...,  0.01431274,
       -0.00085449, -0.00787354]), 'sampling_rate': 44100}",12117,6,Chiptune / Glitch,"sampler, A, 112 bpm, Funk / Soul, Swingbeat, documentary","""Experience the rhythmic pulse of a 112 bpm Funk/Soul track, teeming with the infectious vibrancy of Swingbeat. This music, produced using the A sampler, will enhance the mood of any documentary, transporting listeners into a groovy"
"{'path': None, 'array': array([ 6.10351562e-05,  1.83105469e-04,  3.35693359e-04, ...,
       -1.53198242e-02, -1.18103027e-02, -1.28784180e-02]), 'sampling_rate': 44100}",16530,2,Punk,"documentary, 167 bpm, Rock, Garage Rock, acousticguitar, F#","""Immerse yourself in the pulsating rhythm of this 167 bpm Garage Rock documentary. Enthralling riffs of acoustic guitar in F# key resonate throughout, capturing the raw essence and riotous spirit of this timeless music genre."""
"{'path': None, 'array': array([0.00131226, 0.00140381, 0.00100708, ..., 0.03372192, 0.01998901,
       0.04086304]), 'sampling_rate': 44100}",18240,4,Hip-Hop,"A, groovy, Funk / Soul, Swingbeat, 91 bpm, sampler","""Immerse yourself in the groovy rhythms of this Funk / Soul music track, infused with the energetic undertones of Swingbeat. Playing at a lively tempo of 91 BPM, this composition creatively employs a sampler to add a unique audio texture"
"{'path': None, 'array': array([-0.02487183, -0.02157593, -0.02059937, ...,  0.03564453,
        0.04190063,  0.06222534]), 'sampling_rate': 44100}",7145,8,Pop,"136 bpm, adventure, Funk / Soul, Psychedelic, F#, acousticbassguitar","""Embark on a thrilling adventure with this Funk/Soul track, bursting with psychedelic energy. Set at a lively 136 bpm, the song is driven by the robust, rhythmical vibes of an acoustic bass guitar in the soaring key of F#."
"{'path': None, 'array': array([ 0.00082397,  0.00015259,  0.00021362, ..., -0.00811768,
       -0.02380371, -0.02090454]), 'sampling_rate': 44100}",19916,6,Chiptune / Glitch,"G, 94 bpm, Electronic, Chiptune, game, sampler","""Experience the vibrant journey into the world of gaming with our Chiptune track. Set at an enthusiastic tempo of 94 beats per minute, this electrifying electronic composition is composed in the key of G. It's remarkably enhanced with an array of"
"{'path': None, 'array': array([ 0.00091553,  0.00076294,  0.00082397, ..., -0.07492065,
       -0.05062866, -0.02420044]), 'sampling_rate': 44100}",7095,4,Hip-Hop,"185 bpm, documentary, Funk / Soul, Swingbeat, sampler, A#","""Delve into the rhythmic universe of this compelling documentary which features a riveting Swingbeat genre soundtrack. With a pulse-pounding 185 bpm, it utilizes the soulful depths of Funk and Soul music. Moreover, its key A# happens"
"{'path': None, 'array': array([0.11114502, 0.1227417 , 0.09243774, ..., 0.00234985, 0.00308228,
       0.0032959 ]), 'sampling_rate': 44100}",9882,3,Experimental,"acousticbassguitar, documentary, A#, Stage & Screen, Soundtrack, 115 bpm","Experience the evocative melodies of an acoustic bass guitar in A# in our latest documentary. Capturing the world of Stage & Screen, this soundtrack unfurls at a gentle pace of 115 beats per minute, creating an atmospheric backdrop that beautifully comple"
"{'path': None, 'array': array([-0.00048828, -0.0005188 , -0.00045776, ..., -0.00280762,
       -0.00915527, -0.01147461]), 'sampling_rate': 44100}",5432,6,Chiptune / Glitch,"A, Electronic, Ghetto House, documentary, 126 bpm, synthesizer","""Immerse yourself in the pulsating rhythms of this A-grade Documentary, featuring an electrifying blend of Ghetto House music energized by rich 126 bpm beats. Experience the magic of a masterfully played synthesizer, bringing a unique resonance"
"{'path': None, 'array': array([ 0.00036621,  0.00036621,  0.00015259, ..., -0.07849121,
       -0.05065918,  0.00592041]), 'sampling_rate': 44100}",24547,6,Chiptune / Glitch,"Electronic, Acid House, C, 92 bpm, sampler, documentary","""Immerse yourself in the pulsating rhythm of this Electronic Acid House track, masterfully crafted in C key at a steady pace of 92 BPM. Experience the unique blend of vintage and modern vibes stirred by clever use of a sampler. This"
"{'path': None, 'array': array([ 0.00018311, -0.00030518, -0.00012207, ..., -0.02954102,
       -0.03399658, -0.03213501]), 'sampling_rate': 44100}",8685,6,Chiptune / Glitch,"computer, C#, 133 bpm, Electronic, Musique Concrète, documentary","""Immerse yourself in the world of modern technology with 'Binary Beats', a captivating Electronic Musique Concrète composition. Set at an energetic pace of 133 bpm, this computer-inspired track features intriguing sounds harvested from the realm of C#."
"{'path': None, 'array': array([ 0.00000000e+00, -3.05175781e-05, -3.05175781e-05, ...,
       -4.22058105e-02, -3.96118164e-02, -3.36608887e-02]), 'sampling_rate': 44100}",8372,3,Experimental,"Electronic, Musique Concrète, documentary, A, 161 bpm, synthesizer","""Experience the rhythmic pulse of a 161 bpm electronic synthesizer, expertly interwoven into the Esoteric soundscapes of Musique Concrète. This captivating audio accompaniment provides a dynamic backdrop to 'Documentary A',"
"{'path': None, 'array': array([-3.05175781e-05,  0.00000000e+00, -3.05175781e-05, ...,
       -5.81665039e-02, -6.30187988e-02, -6.28662109e-02]), 'sampling_rate': 44100}",23718,3,Experimental,"documentary, E, electricpiano, 133 bpm, Non-Music, Audiobook","""Experience the soulful beats of this E major electric piano-based documentary soundtrack, flowing flawlessly at 133 BPM. Dive into an exciting, enriching auditory exploration, where our Non-music audiobook genre provides a compelling backdrop - merging words and"
"{'path': None, 'array': array([-2.13623047e-04, -2.13623047e-04, -1.83105469e-04, ...,
       -1.98120117e-01, -2.01538086e-01, -1.62384033e-01]), 'sampling_rate': 44100}",10316,4,Hip-Hop,"C#, 172 bpm, acousticbassguitar, documentary, Funk / Soul, Swingbeat","Experience the vibrant rhythm of a dynamically unique soundtrack. Composed in the versatile language of C#, this playlist pulses at a brisk tempo of 172 BPM. Combining the rich, resonant tones of an acoustic bass guitar with elements of Funk and Soul"
"{'path': None, 'array': array([-0.00024414, -0.00024414, -0.00018311, ..., -0.03109741,
       -0.0085144 ,  0.01690674]), 'sampling_rate': 44100}",19686,7,Instrumental,"Electronic, Musique Concrète, 161 bpm, documentary, A#, flute","""Immerse yourself in the captivating rhythm of this 161 bpm Electronic Musique Concrète piece. Effortlessly shifting between the digital and physical worlds, this stimulating composition, set in A# key, uniquely blends synthetic sounds with the organic"
"{'path': None, 'array': array([-0.00299072, -0.00292969, -0.00274658, ..., -0.02166748,
        0.02667236,  0.06506348]), 'sampling_rate': 44100}",15856,5,Folk,"Blues, Modern Electric Blues, A, acousticguitar, documentary, 144 bpm","""Experience a soul-stirring documentary featuring modern electric blues music in A key. Set to the vibrant tempo of 144 BPM, this captivating presentation is uniquely underscored by the resonant strums of an acoustic guitar, bringing an authentic touch of"
"{'path': None, 'array': array([-0.06652832, -0.07946777, -0.07946777, ...,  0.05038452,
        0.0380249 ,  0.04537964]), 'sampling_rate': 44100}",653,5,Folk,"Blues, Harmonica Blues, documentary, acousticguitar, G, 126 bpm","""Delve into the soulful rhythms of this documentary featuring 'Harmonica Blues'. Immerse yourself in the melodic acoustic guitar strums, meticulously composed in the key of 'G', complemented by the longing, raw emotion of the"
"{'path': None, 'array': array([ 0.00231934,  0.00418091,  0.00540161, ..., -0.09771729,
       -0.08056641, -0.04605103]), 'sampling_rate': 44100}",4927,8,Pop,"Funk / Soul, Psychedelic, sampler, 126 bpm, documentary, E","""Dive into an entrancing amalgamation of Funk and Soul, intertwined with a Psychedelic twist, in this thrilling audio sampler. Set at a rhythmic pulse of 126 BPM, this swirling symphony unpicks the intriguing narratives of our intriguing"
"{'path': None, 'array': array([ 0.00024414,  0.00024414,  0.00012207, ..., -0.04248047,
       -0.05059814, -0.05041504]), 'sampling_rate': 44100}",17851,7,Instrumental,"orchestra, E, 115 bpm, Electronic, Berlin-School, documentary","""Immerse yourself in an electronic Berlin-School-style orchestra, finely tuned to the key of E and energetically paced at 115 bpm. The symphony provides an evocative soundscape to a thought-provoking documentary, artist"
"{'path': None, 'array': array([-0.0017395 , -0.00146484, -0.00073242, ..., -0.40289307,
       -0.64404297, -0.64785767]), 'sampling_rate': 44100}",11532,0,Electronic,"Funk / Soul, Swingbeat, sampler, A, groovy, 99 bpm","""Immerse yourself in this groovy Funk/Soul track with an intoxicating Swingbeat feel. Created with a dynamic, high-quality sampler and clocking in at 99 bpm, this sonic adventure, titled 'A', promises to keep your"
"{'path': None, 'array': array([-5.49316406e-04, -8.23974609e-04, -1.19018555e-03, ...,
       -5.52612305e-01, -5.63720703e-01, -5.34576416e-01]), 'sampling_rate': 44100}",15708,2,Punk,"105 bpm, Rock, Garage Rock, A, acousticbassguitar, groovy","Experience the raw energy of this Garage Rock track, set at a rhythmic tempo of 105 BPM. The groovy undertones of the acoustic bass guitar, tuned to the key of A, blend harmoniously, creating a unique atmosphere standard to the"
"{'path': None, 'array': array([0.00021362, 0.00021362, 0.00024414, ..., 0.00698853, 0.00912476,
       0.00866699]), 'sampling_rate': 44100}",22052,9,International,"melodic, Folk, World, & Country, Catalan Music, A, 129 bpm, accordion","""Immerse yourself in this captivating audio piece featuring a melodic blend of Folk, World, and Country music styled with Catalan influences. The arrangement is played in the key of A at a dynamic tempo of 129 bpm, with the captivating pulse"
"{'path': None, 'array': array([ 0.00115967,  0.0012207 ,  0.00112915, ..., -0.07794189,
       -0.09381104, -0.09713745]), 'sampling_rate': 44100}",14564,4,Hip-Hop,"Funk / Soul, Neo Soul, E, documentary, synthesizer, 50 bpm","""Immerse yourself in the soulful rhythm of our new documentary soundscapes led by a captivating Neo Soul Funk, paced at a soothing 50 BPM. This piece resonates with an underpinning key of 'E' played on an"
"{'path': None, 'array': array([-4.27246094e-04, -9.15527344e-05, -6.10351562e-05, ...,
       -5.27038574e-02, -2.17285156e-02,  1.98059082e-02]), 'sampling_rate': 44100}",4280,6,Chiptune / Glitch,"groovy, Electronic, Eurobeat, synthesizer, 172 bpm, C","Immerse yourself in the irresistible rhythm of a groovy Eurobeat track, pulsating at a high energy 172 beats per minute. Designed with superb electronic infusions, this music has been crafted exclusively on a synthesizer in the key of C"
"{'path': None, 'array': array([ 0.01831055,  0.01657104,  0.01000977, ..., -0.00634766,
       -0.00582886,  0.00106812]), 'sampling_rate': 44100}",2712,9,International,"acousticbassguitar, Folk, World, & Country, Hindustani, D, 157 bpm, documentary","""Immerse yourself in the soulful melody of an acoustic bass guitar, beautifully woven into a Folk, World, and Country blend, with an intriguing hint of Hindustani influence. Set at a rhythmically engaging tempo of 157 beats per"
"{'path': None, 'array': array([ 0.12237549,  0.12487793,  0.14160156, ..., -0.09591675,
       -0.08758545, -0.08383179]), 'sampling_rate': 44100}",14933,1,Rock,"adventure, Rock, Garage Rock, B, 133 bpm, acousticbassguitar","""Embark on an adventure with this Garage Rock track, titled 'B'. Strumming at 133 beats per minute, the song centers around the raw sounds of an acoustic bass guitar. Its unique Rock elements will entice you into a vibrant"
"{'path': None, 'array': array([-2.44140625e-04, -9.15527344e-05, -9.15527344e-05, ...,
       -2.51464844e-02, -3.22875977e-02, -2.62145996e-02]), 'sampling_rate': 44100}",9461,5,Folk,"adventure, 112 bpm, Funk / Soul, Psychedelic, acousticbassguitar, F","""Immerse yourself in an adventurous journey with our Funk / Soul track, set to an invigorating pace of 112 BPM. This Psychedelic experience features a rich undertone of the Acoustic Bass Guitar, radiating groovy vibrations"
"{'path': None, 'array': array([-1.52587891e-04, -6.10351562e-05, -1.52587891e-04, ...,
        1.03759766e-03,  3.75366211e-03, -9.76562500e-03]), 'sampling_rate': 44100}",5744,0,Electronic,"G, 167 bpm, drums, Electronic, Tribal House, documentary","""Experience an electrifying journey with this Tribal House Electronic track. Set at an energetic tempo of 167 beats per minute, this piece delivers a powerful drum beat that gives it a strong rhythmic backbone. Perfectly fitting for an invigorating documentary"
"{'path': None, 'array': array([-0.00131226, -0.00112915, -0.00088501, ..., -0.05441284,
       -0.05560303, -0.0526123 ]), 'sampling_rate': 44100}",23819,4,Hip-Hop,"66 bpm, Funk / Soul, Gospel, F#, acousticbassguitar, adventure","""Embark on an adventurous journey with this funky soul and gospel track. A heartwarming rhythm set at 66 beats per minute resonates in the key of F sharp. The soulful melodies, intricately woven with acoustic bass guitar, offer"
"{'path': None, 'array': array([-0.00057983, -0.00057983, -0.0005188 , ...,  0.01489258,
        0.01705933,  0.01693726]), 'sampling_rate': 44100}",6205,3,Experimental,"123 bpm, F#, Blues, Harmonica Blues, acousticguitar, groovy","""Immerse yourself in an expressive Harmonica Blues piece set to a steady groove of 123 beats per minute. This acoustic guitar-backed composition in the key of F# will carry you through an emotional journey rooted in the rich tradition of Blues music"
"{'path': None, 'array': array([ 0.0007019 , -0.00308228, -0.00396729, ...,  0.07699585,
        0.05377197,  0.09338379]), 'sampling_rate': 44100}",4798,7,Instrumental,"123 bpm, B, soundscape, Electronic, Sound Collage, synthesizer","""Immerse yourself in a captivating electronic journey with this mesmerizing soundscape. Set to the measured rhythm of 123 beats per minute, it unfurls in the key of B with a harmonious patchwork of sound collages. The unique"
